path,nbr_words,presumptive_language,propn_presumptive,majority_language,propn_english,propn_spanish,propn_french,propn_russian,propn_unknown,example_unknown_words
atadd_utas_database/ATCM13/wp/ATCM13_wp033_e.txt,647,English,0.9876352395672334,English,0.8070582174137039,0.049716640906749064,0.1324059763008758,0.0,0.010819165378670788,Depositary's ATADD AQ Depositary L'ANTA
atadd_utas_database/ATCM22/wp/ATCM22_wp028_e.txt,318,English,0.949685534591195,English,0.7725366876310277,0.0681341719077568,0.12159329140461217,0.0,0.03773584905660377,Pendlebury Rpt AQ XXIIème oe ATCM Latinamerican
atadd_utas_database/ATCM22/wp/ATCM22_wp009_e.txt,319,English,0.9780564263322884,English,0.7946708463949846,0.06739811912225704,0.11598746081504697,0.0,0.0219435736677116,abovementioned AQ XXIIème oe ATAMD ATCM XVIIth
atadd_utas_database/ATCM9/wp/ATCM9_wp002_e.txt,7788,English,0.9763739085772984,English,0.7985790104434107,0.07047166581064829,0.11181732580037787,0.0012840267077555213,0.017847971237801748,ATADD BELTRAMINO AQ Edvard GARROD HENAULT HAMBRO DESTREMAU PREPARATOIRE SPECIALE
atadd_utas_database/ATCM9/wp/ATCM9_wp086_e.txt,791,English,0.9924146649810367,English,0.7903497682258743,0.0849136114622841,0.11967973029919925,0.0012642225031605564,0.0037926675094816687,Foland ATADD AQ
atadd_utas_database/ATCM15/wp/ATCM15_wp030_e.txt,661,English,0.9788199697428139,English,0.7932425617750877,0.07614725163893098,0.11548159354513358,0.0,0.015128593040847202,thermore XVth ATADD CRAMRA expe COBESCАНИЕ opin ditions DT ATCM
atadd_utas_database/ATCM15/wp/ATCM15_wp018_e.txt,1459,English,0.9869773817683345,English,0.8022618231665533,0.06408498971898552,0.12474297464016468,0.0,0.008910212474297465,ROU AQ hydrographic MARPOL STCW ordinating COLREGS ATCM Watchkeeping XVth
atadd_utas_database/ATCM15/wp/ATCM15_wp043_e.txt,7588,English,0.9653400105429626,English,0.7798277982779782,0.0629063433491471,0.1264276928483583,0.0,0.03083816552451239,CTIQUE EFFECTUEES HOLME BUDD MAWSON ARDERY ODBERT L'ANTA ATCM XVth
atadd_utas_database/ATCM15/wp/ATCM15_wp025_f.txt,760,French,0.9894736842105263,French,0.11381578947368415,0.17302631578947353,0.7065789473684203,0.0,0.006578947368421052,AQ ATAND ATCM oeuvrent XVth
atadd_utas_database/ATCM15/wp/ATCM15_wp027_r.txt,1478,Russian,0.959404600811908,Russian,0.06359945872801083,0.0006765899864682003,0.007442489851150203,0.9113667117726658,0.016914749661705007,AQ СКАР wp орагнизации оргаизациям ATAND незагрязненном КСДА XVth рекомедуемых
atadd_utas_database/ATCM15/wp/ATCM15_wp022_e.txt,452,English,0.9823008849557522,English,0.783923303834808,0.06047197640117988,0.14675516224188795,0.0,0.008849557522123894,ATCM XVth vironmental AQ
atadd_utas_database/ATCM15/wp/ATCM15_wp056_e.txt,290,English,0.9413793103448276,English,0.7793103448275865,0.06896551724137931,0.1206896551724138,0.0,0.03103448275862069,Villalón XXIVth ATCM Villalon
atadd_utas_database/ATCM19/wp/ATCM19_wp016_e.txt,2110,English,0.9227488151658768,English,0.7375197472353853,0.0721169036334913,0.15339652448657196,0.0,0.03696682464454976,KOREN XIXème ATDD AQ GEOLOGIE Leptonychotes XIXth geologie ANtarctic ATCM
atadd_utas_database/ATCM19/wp/ATCM19_wp029_e.txt,618,English,0.9870550161812298,English,0.7837108953613802,0.06688241639697952,0.13646170442286942,0.0,0.012944983818770227,XIXème AQ ATCMO XIXth ATCM
atadd_utas_database/ATCM19/wp/ATCM19_wp023_e.txt,593,English,0.9865092748735245,English,0.7858347386172001,0.04974704890387855,0.15092748735244516,0.0,0.013490725126475547,EIAs XIXème AQ XIXth ATCM ATAND eg
atadd_utas_database/ATCM19/wp/ATCM19_wp025_e.txt,1325,English,0.9766037735849057,English,0.7957232704402529,0.06893081761006283,0.11345911949685533,0.0,0.02188679245283019,polychlorinated XIXème GOSEAC polycyclic feedstock XIXth L'ANTA СОВЕШАНИЕ SCALOP ATCM
atadd_utas_database/ATCM19/wp/ATCM19_wp035_e.txt,37171,English,0.9580317989830782,English,0.7730982037968277,0.061804453292440255,0.12985481513366157,0.0,0.03524252777703048,CCAMLR ATDD AQ XIXème korea ATCMWP XIXth ATCM XVIIth Papua
atadd_utas_database/ATCM19/wp/ATCM19_wp002_e.txt,3833,English,0.9913905557004957,English,0.7983737716323172,0.04504739542568925,0.1479693886424903,0.0,0.008609444299504304,EIAs EIA XIXème hydrographic liferafts XIXth ATCM EPIRBS ATAND thrusters
atadd_utas_database/ATCM19/wp/ATCM19_wp021_rev1_e.txt,1238,English,0.9394184168012925,English,0.739499192245559,0.09693053311793198,0.14095315024232644,0.0,0.022617124394184167,Dules ATADD XIXème AQ Andresen Acete Sandnessjoen XIXth L'ANTA ATCM
atadd_utas_database/ATCM19/wp/ATCM19_wp014_e.txt,233,English,0.9527896995708155,English,0.7296137339055794,0.06652360515021462,0.16094420600858367,0.0,0.04291845493562232,ATADD XIXème L'ANtarctique AQ XIXth ATCM Budd
atadd_utas_database/ATCM19/wp/ATCM19_wp008_rev1_e.txt,1864,English,0.9747854077253219,English,0.7557224606580814,0.06527181688125873,0.15593705293276103,0.0,0.023068669527896997,ATADD XIXème AQ Royds Wadworth XIXth scoria ATCM cyclinder Hells
atadd_utas_database/ATCM19/wp/ATCM19_wp003_rev1_e.txt,2686,English,0.9597915115413254,English,0.7911392405063271,0.05807892777364111,0.1120625465376024,0.0,0.0387192851824274,EIAs ATADD XIXème AQ CEEs XIXth IEEs IEE ATCM longtitude
atadd_utas_database/ATCM19/wp/ATCM19_wp009_e.txt,1396,English,0.9849570200573066,English,0.779966571155684,0.05933619866284618,0.14851957975167188,0.0,0.012177650429799427,XIXème AQ XIVth Decsribed occured envisgaed Denison XIXth exisitng ATCM
atadd_utas_database/ATCM19/wp/ATCM19_wp001_e.txt,2553,English,0.9839404622013318,English,0.8311137224180698,0.06123514819166993,0.0947251599425515,0.0,0.012925969447708578,EIA ATADD XIXème AQ jal ATCMs IIIrd XIXth ATCM XVth
atadd_utas_database/ATCM19/wp/ATCM19_wp007_e.txt,2879,English,0.975686002084057,English,0.7919416464050011,0.062348037513025506,0.12382771795762394,0.0,0.021882598124348732,ATADD XIXème AQ fumarolic XIXth SPAs ATCM phycologists SSSIs SSSI
atadd_utas_database/ATCM19/wp/ATCM19_wp019_e.txt,697,English,0.9626972740315638,English,0.7914873266379717,0.09349593495934969,0.0906264945002392,0.0,0.024390243902439025,ATADD XIXème AQ implementat CONVINIENT Korica XIXth REPUBLICA ATCM convinient
atadd_utas_database/ATCM19/wp/ATCM19_wp006_e.txt,1951,English,0.990773962070733,English,0.7844695028190665,0.060994361865709716,0.14531009738595613,0.0,0.009226037929267043,IAATO ATADD XIXème ICAIR INMARSAT ies СОВЕШАНИЕ XIXth AO ATCM
atadd_utas_database/ATCM19/wp/ATCM19_wp003_e.txt,2686,English,0.9597915115413254,English,0.7911392405063271,0.05807892777364111,0.1120625465376024,0.0,0.0387192851824274,EIAs ATADD XIXème AQ CEEs XIXth IEEs IEE ATCM longtitude
atadd_utas_database/ATCM19/wp/ATCM19_wp021_e.txt,1238,English,0.9394184168012925,English,0.739499192245559,0.09693053311793198,0.14095315024232644,0.0,0.022617124394184167,Dules ATADD XIXème AQ Andresen Acete Sandnessjoen XIXth L'ANTA ATCM
